codigo,descricao,valor_promocao,loja
000000548014,TENIS LYND DIVERSOS 36A44 MASC LEGADO ZZ,9.99,16
000000549394,CHINELO HAVAIANAS DISNEY FEM AD LEGADO ZZ,7.99,16
000000549417,CHINELO HAVAIANAS SLIM DISNEY F AD LEGADO ZZ,4.99,16
000000549462,CHINELO HAVAIANAS SLIM NAUTICAL FEM LEGADO ZZ,7.99,16
000000545785,TENIS STAR CHIC DIV 19A26 BB MASC,9.99,16
000000405669,CHINELO GRENDENE 11060 MORMAI TROPI,4.99,16
000000536806,MULE ANJU 5004 AD FEM FECHADO,7.99,16
000000543293,SANDALIA GRENDHA 17891 IVETE AD FEM,4.99,16
000000545761,TENIS STAR CHIC DIV 27A34 INF MASC,4.99,16
000000549431,CHINELO HAVAIANAS SLIM FLORAL F AD,4.99,16
000000545860,RASTEIRINHA ANJU R2294 34A40 LEGADO ZZ,4.99,16
000000549547,CHINELO HAVAIANAS NAUTICA MASC AD LEGADO ZZ,4.99,16
000000356817,CHINELO AVANGER 26160 CAPTAO AMERIC,4.99,16
000000365147,CHINELO GRENDENE 11022 CATARGO MAIO,4.99,16
000000365222,CHINELO IPANEMA 25511 MORANG BEBE,4.99,16
000000389754,BOTA VIA VINE CURVIM CANO CURTO FE,4.99,16
000000390491,CHINELO RIDER 10718 R1 PLAY KIDS JU,4.99,16
000000462181,CHINELO RIDER 11228 R1 ULTRA AD MAS,4.99,16
000000526111,CHINELO GRENDHA 17971 CACAU AD. FEM,4.99,16
000000526128,SANDALIA DISNEY 22137 MINNIE CUTE F,4.99,16
000000527811,SAPATINHO BABY G DIV.PLUSH 1A5 MASC,4.99,16
000000537094,TENIS ANJU DIVERSOS 34A39 FEM,4.99,16
000000538466,TENIS KRISLE K1630 K1625 MASC 20A29,4.99,16
000000543224,CHINELO IPANEMA 26402 CLUB ANITINHA,4.99,16
000000543316,CHINELO IPANEMA 26287 WAVE ART AD F,4.99,16
000000545853,SAPATILHA ANJU DIV 27A33 INF FEM,4.99,16
000000545884,SAPATILHA FLORATA SP66 278 512 AD F,4.99,16
000000547710,CHINELO IPAN 26358 BUBU CORUJ BABY,4.99,16
000000549424,CHINELO HAVAIANAS SLIM FEM AD,4.99,16
000000390330,CHINELO AVENGERS 26160 HULK INF LEGADO ZZ,4.99,16
000000556118,SANDALIA DISNEY 22137 MICKEY CUTE F LEGADO ZZ,4.99,16
000000336611,CHINELO IPANEMA 26102 G PINTADI BEB,4.99,16
000000524797,CHINELO IPANEMA 26267 NATURE AD.FEM,4.99,16
000000524834,RASTEIRINHA GRENDHA 17648 SOL FEM,4.99,16
000000547727,CHINELO IPANEMA 26363 SOUL INF FEM,4.99,16
000000584609,SAPATENIS VELLUTI DIV 37A44 MASC,24.99,16
000000546447,SAPATENIS STIR DIVERSOS 37A44 MASC,14.99,16
000000568968,TENIS RED TEEN SINT DIV 34A39 FEM,14.99,16
000000584593,TENIS AMAIA DIVERSOS 34A40 FEM,14.99,16
000000584623,TENIS PLUMAX 1005 34A40 UNISSEX,14.99,16
000000584647,FLAT LEYCE 6338 34A40 FEM,14.99,16
000000570732,CHINELO CARTAGO 11600 BERLIM AD MAS,14.99,16
000000429702,CHINELO GRENDENE 11081 CATARGO SIEN,9.99,16
000000513654,SANDALIA CROMIC 2502 2504 ANAB ALTA,9.99,16
000000545839,TENIS KRISLE DIV 20A29 MASC,9.99,16
000000546393,TAMANCO ANJU DIV 34A39 SALTO,9.99,16
000000557238,SAPATO MOONCITY 87074 37A43 PRETO M,9.99,16
000000568975,TENIS AZK SINT DIV 28A35 MASC,9.99,16
000000569071,TENIS KRISLE K3060 3035 3055 20A29F,9.99,16
000000569200,TENIS BOX 200 SINT BX2023 36A43 MAS,9.99,16
000000584524,SAPATENIS VIA VINE CURVIN 1000 37A4,9.99,16
000000584531,SAPATENIS VIA VINE CURVIN 1002 37A4,9.99,16
000000584579,TENIS FIOCCO Z9314 30A35 FEM,9.99,16
000000584616,TENIS PLUMAX DIV 34A40 UNISSEX,9.99,16
000000584654,TENIS MY ZON DIV 20A27 MASC,9.99,16
000000587150,TAMANCO ANJU VERNIZ 9020 34A40 SALT,9.99,16
000000587204,FLAT LEYCE 6303 34A40 FEM,9.99,16
000000545822,TENIS KRISLE DIV 20A29 FEM,9.99,16
000000569064,TENIS ANJU NAPA Y210 34A39 FEM,9.99,16
000000389761,BOTA VIA VINE CURVIM CANO LONGO FEM,9.99,16
000000446396,CHINELO RIDER 11315 R LINE PLUS AD LEGADO ZZ,9.99,16
000000538428,TENIS BOX 200 SINT DIV AD MASC LEGADO ZZ,9.99,16
000000539142,CHINELO CARTAGO 11513 MASC AD MADRI LEGADO ZZ,9.99,16
000000549486,CHINELO HAVAIANAS SLIM PAISAGEM F A LEGADO ZZ,9.99,16
000000405683,CHINELO RIDER 10719 ENERGY AD MASC,9.99,16
000000466172,TENIS BOX 200 DIV 28A35 MASC,9.99,16
000000526142,SANDALIA GRENDHA 17802 CACAU AD.FEM,9.99,16
000000536783,SAPATILHA ANJU DIV AD FEM,9.99,16
000000538411,TENIS RAYON SINT 1809 FUTSAL 28A36,9.99,16
000000538442,TENIS KRISLE DIVERSOS FEM 20A29,9.99,16
000000545778,TENIS STAR CHIC DIV 19A26 BB FEM,9.99,16
000000545792,SANDALIA SQUIZZ DIV 34A40 RASTEIRA,9.99,16
000000546386,SANDALIA ANJU DIV 34A39 SALTO,9.99,16
000000569040,SAPATILHA ANJU SINT 1752 1806 34A40,9.99,16
000000585019,CHINELO APUANA PVC 3031 AD MASC,9.99,16
000000585026,CHINELO APUANA PVC 3030 AD MASC,9.99,16
000000549387,SAPATENIS SAFILLO DIV 37A44 MASC,9.99,16
000000570657,CHINELO IPANEMA 26454 TATOO AD FEM,4.99,16
000000536820,SANDALIA ANJU DIV AD FEM ANABELA,4.99,16
000000390477,CHINELO RIDER 11552 R LINE JUV MASC LEGADO ZZ,4.99,16
000000466103,BOTA RAYON SINT 550 CASUAL 37A44 MA LEGADO ZZ,4.99,16
000000538404,SAPATENIS RAYON SINT 765 745 AD LEGADO ZZ,4.99,16
000000545754,TENIS STAR CHIC DIV 27A34 INF FEM LEGADO ZZ,4.99,16
000000349543,CHINELO IPANEMA 25662 DECK AD MASC,4.99,16
000000429726,CHINELO GRENDENE 11367 CATARGO MALI,4.99,16
000000446624,CHINELO IPANEMA 26085 LOLITA POPS F,4.99,16
000000466233,SANDALIA VIA TEEN 115 205 INF FEM,4.99,16
000000468787,RASTEIRINHA D CABRI DIVERSAS 34A40,4.99,16
000000499378,SAPATILHA ADDAN SINT 1156 FEM AD,4.99,16
000000515139,SANDALIA SQUIZZ 1010 RASTEIRA 34A39,4.99,16
000000523202,SANDALIA SQUIZZ 1038 34A39,4.99,16
000000543330,CHINELO IPANEMA 26422 FEELINGS AD F,4.99,16
000000545891,SAPATILHA FLORATA SP492 510 118 AD,4.99,16
000000570664,CHINELO IPANEMA 26426 NATURAL AD FE,4.99,16
000000570671,SANDALIA GRENDHA 18032 CACAU AD FEM,4.99,16
000000583305,CHINELO GRENDHA 18127 CACAU AD FEM,4.99,16
000000583367,SANDALIA GRENDHA 17864 CACAU AD FEM,4.99,16
000000583374,SANDALIA GRENDHA 18130 CACAU AD FEM,4.99,16
000000584920,TAMANCO KOAMA PVC 10000 AD ANABELLA,4.99,16
000000584937,TAMANCO KOAMA PVC 6702 AD,4.99,16
000000584944,TAMANCO KOAMA PVC 6700 AD,4.99,16
000000584951,SANDALIA KOAMA PVC 6703 AD FEM,4.99,16
000000584968,SANDALIA KOAMA PVC 2506 AD FEM,4.99,16
000000585002,CHINELO APUANA PVC 6003 AD MASC,4.99,16
000000585064,PAPETE APUANA PVC 3114 INF,4.99,16
000000585071,PAPETE APUANA PVC 21000 INF,4.99,16
000000587181,SAPATILHA ANJU VIA VENUS DIV FEM AD,4.99,16
000000588966,TAMANCO FLORATA EVA TA02 AD,4.99,16
000000336567,CHINELO AVANGER 26160 H DE FERRO IN LEGADO ZZ,4.99,16
000000466240,TENIS KRISLE K1430-1435-1445 20A29M LEGADO ZZ,4.99,16
000000479073,CHINELO GRENDENE 11132 R STRAKE INF LEGADO ZZ,4.99,16
000000511117,CHINELO RIDER 11385 JAM DEDO AD LEGADO ZZ,4.99,16
000000524865,CHINELO IPAN.26306 AUTHENTIC GAMES LEGADO ZZ,4.99,16
000000543323,CHINELO IPAN 26357 BUBU CORUJ INF M LEGADO ZZ,4.99,16
000000616157,BOTA CASUAL VISUN 8000 37A44 MASC,29.99,16
000000617093,TENIS GIBIZINHO G321 G230 28A35 FEM,29.99,16
000000616126,TENIS FUTSAL PLUMAX 100 37A43 MASC,19.99,16
000000616164,SAPATENIS VELLUTI DIV 37A44 M 2021,19.99,16
000000616188,TENIS SKATE ADDAN DIV 37A44 MASC,19.99,16
000000616201,FLAT FORM SQUIZZ 1234CF 34A40 FEM,19.99,16
000000616980,IATE RAYON SINT R958 37A44 MAS 2021,19.99,16
000000616102,IATE CASUAL PLUMAX 4012 37A43 MASC,19.99,16
000000616119,TENIS CASUAL PLUMAX 7014 37A43 MASC,19.99,16
000000616133,TENIS FUTSAL PLUMAX 130 28A32 MASC,19.99,16
000000616140,TENIS FUTSAL PLUMAX 10 33A36 MASC,19.99,16
000000617000,TENIS IATE MIZZANI SINT 311 34A43,19.99,16
000000617062,TENIS BB GIBIZINHO B88 20A27 MASC,19.99,16
000000617079,TENIS BB GIBIZINHO B69 20A27 FEM,19.99,16
000000619493,CHINELO CARTAGO 11849 MASC ATENAS,19.99,16
000000616997,SAPATENIS POLO ENERGY SINT DIV 2021,19.99,16
000000617802,TENIS BOX 200 DIV 36A43 2021 MASC,19.99,16
000000617819,TENIS BOX 200 DIV 34A40 2021 FEM,19.99,16
000000617826,TENIS BOX 200 DIV 28A35 2021 MASC,19.99,16
000000617833,TENIS BOX 200 DIV 28A35 2021 FEM,19.99,16
000000584555,TENIS AVURA 607 34A40 FEM LEGADO ZZ,19.99,16
000000583381,CHINELO CARTAGO 11591 PORTO AD MASC,14.99,16
000000616195,SANDALIA SQUIZZ DIV 34A40 FEM,14.99,16
000000617109,SANDALIA RASTEIRA LORENA DIV 34A40,14.99,16
000000429719,CHINELO GRENDENE 10802 MORMAI NEOCY,14.99,16
000000617789,MULE ANJU NAPA DIV 34A40 2021,14.99,16
000000623049,CHINELO IPANEMA 26754 BARBIE GIRL LEGADO ZZ,9.99,16
000000622981,CHINELO IPANEMA 26710 BARBIE DAY LEGADO ZZ,9.99,16
000000557436,CHINELO RIDER 11585 STREET BOLD MAS,9.99,16
000000570725,CHINELO RIDER 11688 STORM AD MASC,9.99,16
000000619509,CHINELO IPANEMA 26806 MASC DECK PLU,9.99,16
000000622912,CHINELO IPANEMA 22682 NARUTO ANIME,9.99,16
000000622936,CHINELO IPAN 26774 AUTENTIC GAMES,9.99,16
000000622967,CHINELO IPANEMA 26836 PETS POP,9.99,16
000000622974,CHINELO IPANEMA 26661 ELLA PRINT,9.99,16
000000623032,CHINELO IPANEMA 26573 LOL SURPRISE LEGADO ZZ,9.99,16
000000462167,CHINELO RIDER 10594 R1 MASC ADULTO,4.99,16
000000462877,SANDALIA RIDER 11184 R1 BABY MASC,4.99,16
000000622899,CHINELO IPAN 26734 CHAVES CHAPOLIN,4.99,16
000000319201,CHINELO MIKALCE MASCULINO,4.99,16
000000657495,SAPATENIS MEIA VELLUTI 111 AD 2022,59.99,16
000000657471,SAPATENIS VELLUTI DIV 37A43 M 2022,59.99,16
000000658331,TENIS FLORENCE DIV 34A39 AD 2022 FE,49.99,16
000000657396,SAPATENIS RAYON SINT R967 AD M 2022,39.99,16
000000658287,SAPATO SANTWEST SINT MASC SOCIAL,39.99,16
000000658355,SAPATENIS BATATINHA DIV INF 2022 MA,39.99,16
000000658379,IATE BATATINHA 1460 DIV INF 2022 FE,39.99,16
000000663397,TENIS ONITY SINT DIV AD FEM 2022,39.99,16
000000657419,IATE RAYON SINT R969 37A44 2022,29.99,16
000000657426,TENIS BOX 200 DIV 36A43 2022 MASC,29.99,16
000000657433,TENIS BOX 200 DIV 36A43 2022 FEM,29.99,16
000000657440,TENIS BOX 200 DIV 28A34 2022 MASC,29.99,16
000000657457,TENIS BOX 200 DIV 28A34 2022 FEM,29.99,16
000000657778,SANDALIA ADAN SINT 9134 AD 2022 SAL,24.99,16
000000657822,TAMANCO ADDAN SINT 9154 AD 2022 BAI,24.99,16
000000657761,SANDALIA ADDAN SINT 5188 34A40 2022,24.99,16
000000663038,CHINELO RIDER 11804 WAY DEDO AD MAS LEGADO ZZ,19.99,16
000000643450,CHINELO CARTAGO 11835 GALES MASC,19.99,16
000000643481,CHINELO RIDER 12000 STRIKE ART MASC,14.99,16
000000539159,CHINELO RIDER 11526 MASC R LINE II,14.99,16
000000643429,CHINELO RIDER 11576 STREET OLE MASC,14.99,16
000000662246,CHINELO IPANEMA 26977 SOLAR PRINT F,9.99,16
000000641593,CHINELO MAX BORRACHA AD FEM SOFT,4.99,16
000000702102,TENIS OLYMPIKUS 43575196 34A44 CHAL,149.99,16
000000702157,TENIS OLYMPIKUS 43524237 34A44 SOMA,99.99,16
000000702218,TENIS OLYMPIKUS 43359278 33A44 ESTI,129.99,16
000000702140,TENIS OLYMPIKUS 43594214 34A44 TRIU,99.99,16
000000702164,TENIS OLYMPIKUS 43434168 34A44 ZEX,99.99,16
000000702195,TENIS OLYMPIKUS 43767256 34A41 ALFA,99.99,16
000000706056,TENIS REPLAY RP1560 38A43 MASC,79.99,16
000000704793,PAPETE VIZZANO 645911024698 71970,69.99,16
000000704786,PAPETE VIZZANO 645931824698 89092,69.99,16
000000704816,SANDALIA VIZZANO 64991037286 93136,69.99,16
000000705608,TENIS BEIRA RIO 42324119569 93841,69.99,16
000000682398,PAPETE ADDAN SINT 5350 34A40 2023 F,59.99,16
000000703253,TENIS MOLEKINHO 283123125799 62700,59.99,16
000000706032,TENIS REPLAY RP1790 38A43 MASC,59.99,16
000000706070,TENIS REPLAY RP1620 34A40 FEM,69.99,16
000000706087,TENIS REPLAY RP1520 34A40 FEM,49.99,16
000000680448,TENIS ONITY L137 37A44 2023 MASC LEGADO ZZ,49.99,16
000000680929,SAPATENIS STIR SPA03 37A44 2023,59.99,16
000000680394,TENIS BATATINHA 1185 28A37 2023 MAS,49.99,16
000000680400,TENIS BATATINHA 1181 28A37 2023 MAS,49.99,16
000000680912,SAPATENIS STIR SMA05 37A44 2023,59.99,16
000000680950,MOCASSIM MARINUS 002 37A43 2023,59.99,16
000000702263,PAPETE MOLECA 546911826688 93878,49.99,16
000000702560,TENIS MOLECA 57501137800 91180,59.99,16
000000703017,CHINELO MODARE 715111525490 15745,59.99,16
000000703024,CHINELO MODARE 715111625512 66,59.99,16
000000703130,TENIS MODARE 732021718345 15745,59.99,16
000000703147,TENIS MODARE 732026318588 61877,59.99,16
000000703154,SAPATILHA MODARE 701646121736 15745,59.99,16
000000703161,SAPATILHA MODARE 701649921736 89673,59.99,16
000000703178,SAPATO MODARE 735710021736 15745,59.99,16
000000703239,TENIS MOLEKINHO 285010926203 94691,59.99,16
000000704441,TENIS MOLEKINHA 256510426418 93353,59.99,16
000000704687,SLIP VIZZANO 14191047286 15745,59.99,16
000000704700,SAPATO VIZZANO 11857027286 29452,59.99,16
000000704724,CHINELO VIZZANO 6235118924448 85951,49.99,16
000000704748,SANDALIA VIZZANO 626210017286 83517,59.99,16
000000704755,SANDALIA VIZZANO 626247426594 66,59.99,16
000000705509,SAND BEIRA RIO 851310026756 93865,49.99,16
000000705516,SAND BEIRA RIO 851310026756 93929,49.99,16
000000705547,SAND BEIRA RIO 845530726584 19026,59.99,16
000000705561,PAPETE BEIRA RIO 848810826530 93189,59.99,16
000000705578,PAPETE BEIRA RIO 848810526530 93042,49.99,16
000000705592,TENIS BEIRA RIO 42324099569 15745,59.99,16
000000705622,SAPATO BEIRA RIO 42831059569 15758,59.99,16
000000705639,SAPATO BEIRA RIO 42831059569 35809,59.99,16
000000706025,TENIS REPLAY RP300 38A43 MASC,59.99,16
000000702249,PAPETE MOLECA 546911817591 32534 LEGADO LEGADO,59.99,16
000000703185,SAPATO MODARE 735710621736 83517 LEGADO LEGADO,59.99,16
000000682466,BOTA ADDAN SINT 8004 34A40 2023 FEM,49.99,16
000000680455,TENIS ONITY L131I 30A35 2023 MASC,39.99,16
000000680936,SAPATENIS STIR SMT10 37A44 2023,49.99,16
000000702270,SANDALIA MOLECA 546912625231 92967,49.99,16
000000702287,SANDALIA MOLECA 546912425648 93297,49.99,16
000000702355,SANDALIA MOLECA 547511223836 92152,49.99,16
000000702447,SANDALIA MOLECA 54901059569 52531,49.99,16
000000702485,TENIS MOLECA 566732218923 92835,49.99,16
000000702492,TENIS MOLECA 574020118923 15745,49.99,16
000000702546,TENIS MOLECA 571220515216 16072,49.99,16
000000703000,CHINELO MODARE 714210126405 91345,49.99,16
000000703055,CHINELO MODARE 713214115965 15745,49.99,16
000000703062,CHINELO MODARE 713213826543 15745,49.99,16
000000703093,SANDALIA MODARE 712523326498 93832,49.99,16
000000703116,SANDALIA MODARE 714112021736 15745,49.99,16
000000703123,SANDALIA MODARE 714112021736 83517,49.99,16
000000703192,TENIS MOLEKINHO 280166022666 35108,49.99,16
000000703208,TENIS MOLEKINHO 283110420978 15860,49.99,16
000000703215,TENIS MOLEKINHO 285010725365 15745,49.99,16
000000703260,TENIS MOLEKINHO 283820626876 17689,49.99,16
000000703277,TENIS MOLEKINHO 283820626876 35108,49.99,16
000000703307,TENIS MOLEKINHO 263210026455 15745,49.99,16
000000704465,TENIS MOLEKINHA 252433326499 78276,49.99,16
000000704564,SAND MOLEKINHA 230372026701 95125,49.99,16
000000704595,SAND MOLEKINHA 23441249569 35312,49.99,16
000000704717,CHINELO VIZZANO 6235118924448 71970,49.99,16
000000705394,SAND BEIRA RIO 85041029569 35312,49.99,16
000000705417,SAND BEIRA RIO 85041069569 15745,49.99,16
000000705493,SAND BEIRA RIO 843121526639 93899,49.99,16
000000705554,PAPETE BEIRA RIO 832116009569 35312,49.99,16
000000705615,TAMANC BEIRA RIO 845530522926 70162,49.99,16
000000706179,TENIS MINI PE MP2337 22A33 FEM LUZ,49.99,16
000000706193,TENIS MINI PE MP2327 22A33 MASC LUZ,49.99,16
000000706209,TENIS MINI PE MP2307 22A33 MASC LUZ,49.99,16
000000702430,SANDALIA MOLECA 54901059569 15745,49.99,16
000000704588,SAND MOLEKINHA 234412216272 94538,39.99,16
000000646246,TENIS WESTLINE CAMURCA 3035 AD JOGG,39.99,16
000000680561,TENIS BOX200 BX2343 34A43 2023 MASC,39.99,16
000000702294,SANDALIA MOLECA 546211126545 93961,39.99,16
000000702416,CHINELO MOLECA 529745614710 23146,39.99,16
000000702423,CHINELO MOLECA 52974469569 35312,39.99,16
000000702478,TENIS MOLECA 56673027800 16072,39.99,16
000000702508,TENIS MOLECA 574020118923 93371,39.99,16
000000702577,TENIS MOLECA 575010311058 15745,39.99,16
000000703048,CHINELO MODARE 717810926759 15745,39.99,16
000000703291,TENIS MOLEKINHO 213364920528 35108,39.99,16
000000704458,TENIS MOLEKINHA 252433118923 15745,39.99,16
000000706384,TENIS VIA VIP VV8502 28A36 UNISSEX,39.99,16
000000706391,TENIS VIA VIP VV3806 28A36 UNISSEX,39.99,16
000000706414,TENIS VIA VIP VV9500 28A36 UNISSEX,39.99,16
000000436847,CHINELO GREND 11358 12229 CATAR MAL,29.99,16
000000659017,MOCASSIM MARINUS 50-70 AD MAS 2023,29.99,16
000000680462,TENIS BOX200 BX2341 34A43 2023 MASC,29.99,16
000000680493,TENIS BOX200 BX2301 34A43 2023 MASC,29.99,16
000000680554,TENIS BOX200 BX2324 34A43 2023 MASC,29.99,16
000000680592,TENIS BOX200 BK1750 28A33 2023 MASC,29.99,16
000000680769,SAPATENIS POLO ENERGY 3307 AD 2023,29.99,16
000000680943,MOCASSIM MARINUS 60 37A43 2023,29.99,16
000000684354,BOTA ART KAL SINT 9350 AD FEM,29.99,16
000000684361,IATE ART KAL LONA 1000 AD FEM,29.99,16
000000684378,TENIS ART KAL LONA 5010 AD FEM,29.99,16
000000684385,TENIS SANDALIA ART KAL LONA 3000 AD,29.99,16
000000702300,SANDALIA MOLECA 546211126369 56251,29.99,16
000000702454,CHINELO MOLECA 549010013488 15745,29.99,16
000000703338,SAND MOLEKINHO 213513713958 48282,29.99,16
000000704526,SAND MOLEKINHA 231225816223 93946,29.99,16
000000705660,SAPATO MOLEKINHA 2502.394 PRETO,29.99,16
000000706100,SANDALIA SQUIZZ 1241NVO 34A40,29.99,16
000000706124,SANDALIA SQUIZZ 1104CFT 34A40,29.99,16
000000706131,SANDALIA SQUIZZ 1522LZP5 34A40,29.99,16
000000706148,SANDALIA SQUIZZ 1481LZ5 34A40,29.99,16
000000707299,TENIS BOX200 BX2351 37A43 2023 MASC,29.99,16
000000583398,CHINELO CARTAGO 11871 EGEU AD MASC,24.99,16
000000680578,TENIS BOX200 BK1801 28A33 2023 MASC,24.99,16
000000702614,SLIP MOLECA 528721011505 46194,24.99,16
000000702621,SAPATILHA MOLECA 572611526533 15745,24.99,16
000000702645,SAPATILHA MOLECA 572611526533 52531,24.99,16
000000702669,SAPATILHA MOLECA 572711525282 15745,24.99,16
000000702676,SAPATILHA MOLECA 572711523021 52531,24.99,16
000000702683,SAPATILHA MOLECA 572710323021 15745,24.99,16
000000702690,SAPATILHA MOLECA 572710323021 35312,24.99,16
000000704373,SAPATO MOLEKINHA 250239415561 78276,24.99,16
000000705455,SAND BEIRA RIO 843120725025 15760,24.99,16
000000707022,TENIS BOX200 BK1803 28A33 2023 FEM,24.99,16
000000707039,TENIS BOX200 BK1803 28A33 2023 MASC,24.99,16
000000703352,SAND MOLEKINHO 213565826440 91071 LEGADO LEGADO,24.99,16
000000259637,CHINELO GRENDENE 11020 CATARGO FIGI,19.99,16
000000570749,CHINELO MORMAI 11538 TROP PRO II AD,19.99,16
000000715928,CHINELO CARTAGO 11840 ATLANTA DEDO,19.99,16
000000616973,SAPATENIS RAYON SINT DIV 37A44 2021,19.99,16
000000617796,TAMANCO ANJU NAPA DIV 34A40 2021 SA,19.99,16
000000662215,CHINELO IPANEMA 26981 SOLAR+ AD FEM,14.99,16
000000434959,CHINELO GRENDENE 12120 RIDER STRIKE,14.99,16
000000622905,CHINELO IPANEMA 26958 26792 SONIC,14.99,16
000000446457,CHINELO IPANEMA 25479 TEMAS INF MAS LEGADO ZZ,9.99,16
000000365215,CHINELO IPANEMA 25510 MORANGUINHO,9.99,16
000000583329,CHINELO IPANEMA 26463 ONLY AD FEM,9.99,16
000000583343,CHINELO IPAN 26468 ELO PRINT AD FEM,9.99,16
000000584661,TENIS MY ZON DIV 20A27 FEM,9.99,16
000000587143,SANDALIA ANJU NAPA 5086 34A40 RASTE,9.99,16
000000587167,MULE ANJU NAPA 1892 34A40 RASTEIRA,9.99,16
000000617765,SAPATILHA ANJU NAPA DIV 34A40 2021,9.99,16
000000662291,SANDALIA GRENDHA 18600 CACAU PREC F,9.99,16
000000662307,SANDALIA GRENDHA 18505 CACAU HARM F,9.99,16
000000682923,CHINELO IPANEMA 27006 CONNECT FEM A,9.99,16
000000682930,CHINELO IPANEMA 26990 SOLAR MAIS FE,9.99,16
000000684248,SANDALIA ARMANELLI INF FEM,9.99,16
000000466165,TENIS BOX 200 DIV 28A35 FEM,9.99,16
000000505116,TENIS KRISLE KP1495 1500 INF MASC,9.99,16
000000584562,SANDALIA ANJU DIV 27A33 FEM,9.99,16
000000587129,SAPATILHA ANJU NAPA DIV 34A40 2020,9.99,16
000000678773,SANDALIA ARMANELLI AD FEM,9.99,16
000000716284,CHINELO TROPICAL 1022 23 24 26 AD M,9.99,16
000000716314,CHINELO TROPICAL 2058 59 60 AD FEM,9.99,16
000000356800,CHINELO IPANEMA 26376 SEM IGUAL FEM,4.99,16
000000439183,CHINELO IPANEMA 25586 H ARANHA BABY,4.99,16
000000446631,CHINELO IPANEMA 26113 JARDINSII FEM,4.99,16
000000446648,CHINELO IPANEMA 26026 TRENDY FEM,4.99,16
000000466097,SAPATENIS RAYON SINT DIV INF 28A36M,4.99,16
000000504584,SAPATILHA VIA VENUS DIVERSAS FEM AD,4.99,16
000000513623,RASTEIRINHA ANJU DIVERSAS ADULTO,4.99,16
000000515108,TAMANCO SQUIZZ 1027 RASTEIRA 34A39,4.99,16
000000524841,CHINELO GRENDHA 17778 TRIBAL AD.FEM,4.99,16
000000543309,CHINELO GRENDHA 17987 IVETE AD FEM,4.99,16
000000583299,CHINELO IPANEMA 26525 COLORFUL AD F,4.99,16
000000584975,RASTEIRINHA KOAMA PVC 1722 AD,4.99,16
000000584982,RASTEIRINHA KOAMA PVC 9001 AD,4.99,16
000000584999,CHINELO APUANA PVC 19003 AD MASC,4.99,16
000000585033,CHINELO APUANA PVC 3026 AD MASC,4.99,16
000000466011,SANDALIA ADDAN SINTETICO DIV FEM,4.99,16
000000536790,MULE ANJU DIVERSOS AD FEM ABERTO,4.99,16
000000731447,BOTA VIZZANO 307010823580 15745,149.99,16
000000731843,BOTA BEIRA RIO 907610218462 15745,129.99,16
000000731430,BOTA VIZZANO 310110123580 35312,129.99,16
000000731539,TENIS VIZZANO 138911616507 73207,129.99,16
000000702089,TENIS OLYMPIKUS 43533261 34A44 VOA2,149.99,16
000000731553,TENIS VIZZANO 133933227839 97231,99.99,16
000000729550,TENIS ACTVITTA 493010228043 16143,99.99,16
000000729567,TENIS ACTVITTA 493010228043 97573,99.99,16
000000729574,TENIS ACTVITTA 493010328037 90920,99.99,16
000000729581,TENIS ACTVITTA 493010328037 16072,99.99,16
000000729598,TENIS ACTVITTA 492720227681 83802,99.99,16
000000729604,TENIS ACTVITTA 483920227668 96865,99.99,16
000000729611,TENIS ACTVITTA 483920127686 96887,99.99,16
000000731577,TENIS VIZZANO 142910318533 47626,99.99,16
000000731744,TENIS VIZZANO 13891017286 16072,79.99,16
000000730334,BOTA MOLECA 533810723654 15745,99.99,16
000000730686,TAMANCO MODARE 718710227788 97076,89.99,16
000000702171,TENIS OLYMPIKUS 43611218 34A44 INDE,99.99,16
000000704670,TENIS VIZZANO 14192027286 93531,99.99,16
000000731584,PAPETE VIZZANO 645911024698 93225,79.99,16
000000731805,TENIS BEIRA RIO 43161049569 16072,79.99,16
000000731874,SANDALIA BEIR RIO 83792219569 96443,69.99,16
000000731881,SANDALIA B.RIO 837923726559 93929,79.99,16
000000731898,SANDALIA B.RIO 837923726559 93898,79.99,16
000000731904,PAPETE BEIRA RIO 848810826530 93042,69.99,16
000000678124,BOTA ADVENTURE SINT DIV 37A43 M GAN,99.99,16
000000704809,SANDALIA VIZZANO 64991037286 79854,89.99,16
000000729512,TENIS MOLEKINHO 285410626877 94806,89.99,16
000000729635,TENIS ACTVITTA 483610627890 94228,99.99,16
000000702201,TENIS OLYMPIKUS 43784228 34A41 NYX,99.99,16
000000702232,TENIS OLYMPIKUS 43617226 34A41 ANGE,99.99,16
000000731454,PAPETE VIZZANO 645911824698 91004,79.99,16
000000731461,PAPETE VIZZANO 645911824698 91295,79.99,16
000000731478,PAPETE VIZZANO 645911824698 92760,79.99,16
000000731485,PAPETE VIZZANO 64591227286 15787,69.99,16
000000731492,PAPETE VIZZANO 64591227286 63619,69.99,16
000000731508,SANDALIA VIZZANO 645912327126 95589,79.99,16
000000731560,TENIS VIZZANO 14291017286 16072,79.99,16
